"Simplified"	"Traditional"	"Pinyin"	"Level"	"Parent"	"Meaning"
"转变"	"轉變"	"zhuănbiàn"	"6"	""	"to change"
"转播"	"轉播"	"zhuănbò"	"6"	""	"relay"
"转达"	"轉達"	"zhuăndá"	"6"	""	"to pass on"
"转告"	"轉告"	"zhuăngào"	"6"	""	"to pass on"
"转机"	"轉機"	"zhuănjī"	"6"	""	"(to take) a turn for the better"
"转身"	"轉身"	"zhuănshēn"	"6"	""	"(of a person) to turn round"
"转向"	"轉向"	"zhuănxiàng"	"6"	""	"to change direction"
"赚"	"賺"	"zhuàn"	"6"	""	"to earn"
"饰"	"飾"	"shì"	"6"	"裝飾"	"decoration"
"装饰"	"裝飾"	"zhuāngshì"	"6"	""	"to decorate"
"壮"	"壯"	"zhuàng"	"6"	""	"Zhuang ethnic group of Guangxi, the PRC's second most numerous ethnic group"
"状况"	"狀況"	"zhuàngkuàng"	"6"	""	"condition"
"准考证"	"准考證"	"zhŭnkăozhèng"	"6"	""	"(exam) admission ticket"
"准确"	"準確"	"zhŭnquè"	"6"	""	"accurate"
"资本"	"資本"	"zīběn"	"6"	""	"capital (economics)"
"资格"	"資格"	"zīgé"	"6"	""	"qualifications"
"资金"	"資金"	"zījīn"	"6"	""	"funds"
"资讯"	"資訊"	"zīxùn"	"6"	""	"information"
"自来水"	"自來水"	"zìláishuĭ"	"6"	""	"running water"
"自愿"	"自願"	"zìyuàn"	"6"	""	"voluntary"
"总共"	"總共"	"zǒnggòng"	"6"	""	"altogether"
"总理"	"總理"	"zǒnglĭ"	"6"	""	"premier"
"综"	"綜"	"zèng"	"6"	"綜合"	"heddle (device to form warp in weaving textiles)"
"综合"	"綜合"	"zònghé"	"6"	""	"comprehensive"
"织"	"織"	"zhī"	"6"	"組織"	"to weave"
"组织"	"組織"	"zŭzhī"	"6"	""	"to organize"
"阻碍"	"阻礙"	"zŭài"	"6"	""	"to obstruct"
"祖国"	"祖國"	"zŭguó"	"6"	""	"motherland"
"钻"	"鑽"	"zuān"	"6"	""	"to drill"
"钻石"	"鑽石"	"zuànshí"	"6"	""	"diamond"
"作为"	"作為"	"zuòwéi"	"6"	""	"one's conduct"
"爱戴"	"愛戴"	"àidài"	"7"	""	"to love and respect"
"爱国"	"愛國"	"àiguó"	"7"	""	"to love one's country"
"爱滋病"	"愛滋病"	"àizībìng"	"7"	""	"variant of 艾滋病[ai4 zi1 bing4]"
"安顿"	"安頓"	"āndùn"	"7"	""	"to find a place for"
"抚"	"撫"	"fǔ"	"7"	"安撫"	"to comfort"
"安抚"	"安撫"	"ānfŭ"	"7"	""	"to placate"
"安宁"	"安寧"	"ānníng"	"7"	""	"peaceful"
"安详"	"安詳"	"ānxiáng"	"7"	""	"serene"
"昂贵"	"昂貴"	"ángguì"	"7"	""	"expensive"
"奥"	"奧"	"ào"	"7"	"奧妙"	"Austria"
"奥妙"	"奧妙"	"àomiào"	"7"	""	"marvelous"
"懊恼"	"懊惱"	"àonăo"	"7"	""	"annoyed"
"白皮书"	"白皮書"	"báipíshū"	"7"	""	"white paper (e.g. containing proposals for new legislation)"
"拜会"	"拜會"	"bàihuì"	"7"	""	"pay an official call"
"颁"	"頒"	"bān"	"7"	"頒發"	"to promulgate"
"颁发"	"頒發"	"bānfā"	"7"	""	"to issue"
"颁奖"	"頒獎"	"bānjiăng"	"7"	""	"to confer an award"
"办案"	"辦案"	"bànàn"	"7"	""	"to handle a case"
"半岛"	"半島"	"bàndăo"	"7"	""	"peninsula"
"半导体"	"半導體"	"bàndăotǐ"	"7"	""	"semiconductor"
"绑"	"綁"	"băng"	"7"	""	"to tie"
"包围"	"包圍"	"bāowéi"	"7"	""	"to surround"
"宝石"	"寶石"	"băoshí"	"7"	""	"precious stone"
"饱和"	"飽和"	"băohé"	"7"	""	"saturation"
"饱满"	"飽滿"	"băomăn"	"7"	""	"full"
"保龄球"	"保齡球"	"băolíngqiú"	"7"	""	"ten-pin bowling (loanword)"
"报案"	"報案"	"bàoàn"	"7"	""	"to report a case to the authorities"
"报表"	"報表"	"bàobiăo"	"7"	""	"forms for reporting statistics"
"报酬"	"報酬"	"bàochóu"	"7"	""	"reward"
"报复"	"報復"	"bàofù"	"7"	""	"to make reprisals"
"报关"	"報關"	"bàoguān"	"7"	""	"to declare at customs"
"报价"	"報價"	"bàojià"	"7"	""	"to quote a price"
"报刊"	"報刊"	"bàokān"	"7"	""	"newspapers and periodicals"
"报应"	"報應"	"bàoyìng"	"7"	""	"retribution"
"报章"	"報章"	"bàozhāng"	"7"	""	"newspapers"
"爆发"	"爆發"	"bàofā"	"7"	""	"to break out"
"抱负"	"抱負"	"bàofù"	"7"	""	"aspiration"
"悲观"	"悲觀"	"bēiguān"	"7"	""	"pessimistic"
"壳"	"殼"	"ké"	"7"	"貝殼"	"shell"
"贝壳"	"貝殼"	"bèiké"	"7"	""	"shell"
"倍数"	"倍數"	"bèishù"	"7"	""	"multiple"
"诵"	"誦"	"sòng"	"7"	"背誦"	"to read aloud"
"背诵"	"背誦"	"bèisòng"	"7"	""	"to recite"
"腾"	"騰"	"téng"	"7"	"奔騰"	"to soar"
"奔腾"	"奔騰"	"bēnténg"	"7"	""	"Pentium (microprocessor by Intel)"
"本质"	"本質"	"běnzhí"	"7"	""	"essence"
"溃"	"潰"	"kuì"	"7"	"崩潰"	"to be dispersed"
"崩溃"	"崩潰"	"bēngkuì"	"7"	""	"to collapse"
"辑"	"輯"	"jí"	"7"	"編輯"	"to gather up"
"编辑"	"編輯"	"biānjí"	"7"	""	"to edit"
"编写"	"編寫"	"biānxiě"	"7"	""	"to compile"
"编织"	"編織"	"biānzhī"	"7"	""	"to weave"
"编制"	"編制, 編製"	"biānzhì"	"7"	""	"to establish (a unit or department)"
"边界"	"邊界"	"biānjiè"	"7"	""	"boundary"
"边缘"	"邊緣"	"biānyuán"	"7"	""	"edge"
"贬"	"貶"	"biăn"	"7"	""	"to diminish"
"贬值"	"貶值"	"biănzhí"	"7"	""	"to become devaluated"
"匾额"	"匾額"	"biăné"	"7"	""	"a horizontal inscribed board"
"辨认"	"辨認"	"biànrèn"	"7"	""	"to recognize"
"辨识"	"辨識"	"biànshì"	"7"	""	"identification"
"辩"	"辯"	"biàn"	"7"	""	"to dispute"
"辩护"	"辯護"	"biànhù"	"7"	""	"to speak in defense of"
"辩论"	"辯論"	"biànlùn"	"7"	""	"debate"
"变革"	"變革"	"biàngé"	"7"	""	"to transform"
"变迁"	"變遷"	"biànqiān"	"7"	""	"changes"
"变通"	"變通"	"biàntōng"	"7"	""	"pragmatic"
"变形"	"變形"	"biànxíng"	"7"	""	"deformation"
"标签"	"標籤"	"biāoqiān"	"7"	""	"label"
"标语"	"標語"	"biāoyŭ"	"7"	""	"written slogan"
"笔录"	"筆錄"	"bǐlù"	"7"	""	"to put down in writing"
"笔友"	"筆友"	"bǐyǒu"	"7"	""	"pen pal"
"拟"	"擬"	"nǐ"	"7"	"比擬"	"to plan to"
"比拟"	"比擬"	"bǐnǐ"	"7"	""	"to compare"
"必备"	"必備"	"bìbèi"	"7"	""	"essential"
"闭幕"	"閉幕"	"bìmù"	"7"	""	"the curtain falls"
"闭塞"	"閉塞"	"bìsè"	"7"	""	"to stop up"
"避难"	"避難"	"bìnàn"	"7"	""	"refuge"
"毕生"	"畢生"	"bìshēng"	"7"	""	"all one's life"
"币值"	"幣值"	"bìzhí"	"7"	""	"value of a currency"
"别墅"	"別墅"	"biéshù"	"7"	""	"villa"
"宾"	"賓"	"bīn"	"7"	"賓館"	"visitor"
"宾馆"	"賓館"	"bīnguăn"	"7"	""	"guesthouse"
"并列"	"並列"	"bìngliè"	"7"	""	"to stand side by side"
"并重"	"並重"	"bìngzhòng"	"7"	""	"to lay equal stress on"
"并发"	"併發"	"bìngfā"	"7"	""	"to be complicated by"
"剥"	"剝"	"bō"	"7"	""	"to peel"
"剥削"	"剝削"	"bōxuè"	"7"	""	"to exploit"
"搏斗"	"搏鬥"	"bódòu"	"7"	""	"to wrestle"
"补给"	"補給"	"bǔjǐ"	"7"	""	"supply"
"补救"	"補救"	"bŭjiù"	"7"	""	"to remedy"
"补习班"	"補習班"	"bǔxíbān"	"7"	""	"cram class"
"哺乳动物"	"哺乳動物"	"bŭrŭdòngwù"	"7"	""	"mammal"
"不动产"	"不動產"	"bùdòngchăn"	"7"	""	"real estate"
"不时"	"不時"	"bùshí"	"7"	""	"from time to time"
"不知不觉"	"不知不覺"	"bùzhībùjué"	"7"	""	"unconsciously"
"步调"	"步調"	"bùdiào"	"7"	""	"gait"
"骤"	"驟"	"zhòu"	"7"	"步驟"	"sudden"
"步骤"	"步驟"	"bùzòu"	"7"	""	"procedure"
"猜测"	"猜測"	"cāicè"	"7"	""	"to guess"
"裁缝"	"裁縫"	"cáiféng"	"7"	""	"tailor"
"裁减"	"裁減"	"cáijiăn"	"7"	""	"to reduce"
"财团"	"財團"	"cáituán"	"7"	""	"financial group"
"财政"	"財政"	"cáizhèng"	"7"	""	"finances (public)"
"采访"	"採訪"	"căifăng"	"7"	""	"to interview"
"采光"	"採光"	"căiguāng"	"7"	""	"lighting"
"纳"	"納"	"nà"	"7"	"採納"	"to receive"
"采纳"	"採納"	"căinà"	"7"	""	"to accept"
"采取"	"採取"	"căiqŭ"	"7"	""	"to adopt or carry out (measures, policies, course of action)"
"绘"	"繪"	"huì"	"7"	"彩繪"	"to draw"
"彩绘"	"彩繪"	"căihuì"	"7"	""	"painted"
"谋"	"謀"	"móu"	"7"	"參謀"	"to plan"
"参谋"	"參謀"	"cānmóu"	"7"	""	"staff officer"
"残"	"殘"	"cán"	"7"	"殘暴"	"to destroy"
"残暴"	"殘暴"	"cánbào"	"7"	""	"brutal"
"残酷"	"殘酷"	"cánkù"	"7"	""	"cruel"
"残杀"	"殘殺"	"cánshā"	"7"	""	"to massacre"
"惨重"	"慘重"	"cănzhòng"	"7"	""	"disastrous"
"灿"	"燦"	"càn"	"7"	"燦爛"	"glorious"
"灿烂"	"燦爛"	"cànlàn"	"7"	""	"to glitter"
"苍"	"蒼"	"cāng"	"7"	"蒼白"	"dark blue"
"苍白"	"蒼白"	"cāngbái"	"7"	""	"pale"
"蝇"	"蠅"	"yíng"	"7"	"蒼蠅"	"fly"
"苍蝇"	"蒼蠅"	"cāngying"	"7"	""	"housefly"
"纵"	"縱"	"zòng"	"7"	"操縱"	"warp (the vertical threads in weaving)"
"操纵"	"操縱"	"cāozòng"	"7"	""	"to operate"
"丛"	"叢"	"cóng"	"7"	"草叢"	"cluster"
"草丛"	"草叢"	"căocóng"	"7"	""	"underbrush"
"草药"	"草藥"	"căoyào"	"7"	""	"herbal medicine"
"策画"	"策畫"	"cèhuà"	"7"	""	"variant of 策劃|策划[ce4 hua4]"
"差额"	"差額"	"chāé"	"7"	""	"balance (financial)"
"察觉"	"察覺"	"chájué"	"7"	""	"to sense"
"蝉"	"蟬"	"chán"	"7"	""	"cicada"
"馋"	"饞"	"chán"	"7"	""	"gluttonous"
"长远"	"長遠"	"chángyuăn"	"7"	""	"long-term"
"场次"	"場次"	"chăngcì"	"7"	""	"the number of showings of a movie, play etc"
"场面"	"場面"	"chăngmiàn"	"7"	""	"scene"
"倡导"	"倡導"	"chàngdăo"	"7"	""	"to advocate"
"畅"	"暢"	"chàng"	"7"	"暢銷"	"free"
"畅销"	"暢銷"	"chàngxiāo"	"7"	""	"to sell well"
"产物"	"產物"	"chănwù"	"7"	""	"product"
"产值"	"產值"	"chănzhí"	"7"	""	"value of output"
"超脱"	"超脫"	"chāotuō"	"7"	""	"to stand aloof"
"袭"	"襲"	"xí"	"7"	"抄襲"	"to attack"
"抄袭"	"抄襲"	"chāoxí"	"7"	""	"to plagiarize"
"车辆"	"車輛"	"chēliàng"	"7"	""	"vehicle"
"厢"	"廂"	"xiāng"	"7"	"車廂"	"box (in theater)"
"车厢"	"車廂"	"chēxiāng"	"7"	""	"carriage"
"撤销"	"撤銷"	"chèxiāo"	"7"	""	"to repeal"
"尘"	"塵"	"chén"	"7"	"塵土"	"dust"
"尘土"	"塵土"	"chéntŭ"	"7"	""	"dust"
"承担"	"承擔"	"chéngdān"	"7"	""	"to undertake"
"诺"	"諾"	"nuò"	"7"	"承諾"	"to consent"
"承诺"	"承諾"	"chéngnuò"	"7"	""	"to promise"
"成败"	"成敗"	"chéngbài"	"7"	""	"success or failure"
"成见"	"成見"	"chéngjiàn"	"7"	""	"preconceived idea"
"成员"	"成員"	"chéngyuán"	"7"	""	"member"
"称号"	"稱號"	"chēnghào"	"7"	""	"name"
"称呼"	"稱呼"	"chēnghū"	"7"	""	"to call"
"撑腰"	"撐腰"	"chēngyāo"	"7"	""	"to support"
"呈献"	"呈獻"	"chéngxiàn"	"7"	""	"to present respectfully"
"诚心"	"誠心"	"chéngxīn"	"7"	""	"sincerity"
"诚心诚意"	"誠心誠意"	"chéngxīnchéngyì"	"7"	""	"earnestly and sincerely (idiom); with all sincerity"
"挚"	"摯"	"zhì"	"7"	"誠摯"	"sincere"
"诚挚"	"誠摯"	"chéngzhì"	"7"	""	"sincere"
"吃惊"	"吃驚"	"chījīng"	"7"	""	"to be startled"
"持续"	"持續"	"chíxù"	"7"	""	"to continue"
"钝"	"鈍"	"dùn"	"7"	"遲鈍"	"blunt"
"迟钝"	"遲鈍"	"chídùn"	"7"	""	"slow in one's reactions"
"冲淡"	"沖淡"	"chōngdàn"	"7"	""	"to dilute"
"冲天"	"沖天"	"chōngtiān"	"7"	""	"to soar"
"冲动"	"衝動"	"chōngdòng"	"7"	""	"to have an urge"
"击"	"擊"	"jí"	"7"	"衝擊"	"to hit"
"冲击"	"衝擊"	"chōngjí"	"7"	""	"to attack"
"冲突"	"衝突"	"chōngtú"	"7"	""	"conflict"
"叠"	"疊"	"dié"	"7"	"重疊"	"to fold"
"重叠"	"重疊"	"chóngdié"	"7"	""	"to overlap"
"宠"	"寵"	"chǒng"	"7"	"寵愛"	"to love"
"宠爱"	"寵愛"	"chǒngài"	"7"	""	"to dote on sb"
"宠物"	"寵物"	"chǒngwù"	"7"	""	"house pet"
"抽样"	"抽樣"	"chōuyàng"	"7"	""	"sample"
"出错"	"出錯"	"chūcuò"	"7"	""	"to make a mistake"
"出发点"	"出發點"	"chūfādiăn"	"7"	""	"starting point"
"出马"	"出馬"	"chūmă"	"7"	""	"to set out (on a campaign)"
"出卖"	"出賣"	"chūmài"	"7"	""	"to offer for sale"
"出头"	"出頭"	"chūtóu"	"7"	""	"to get out of a predicament"
"储备"	"儲備"	"chúbèi"	"7"	""	"reserves"
"锄"	"鋤"	"chú"	"7"	"鋤頭"	"a hoe"
"锄头"	"鋤頭"	"chútou"	"7"	""	"hoe"
"处方"	"處方"	"chŭfāng"	"7"	""	"medical prescription"
"处分"	"處分"	"chŭfèn"	"7"	""	"to discipline sb"
"处境"	"處境"	"chŭjìng"	"7"	""	"situation (of a person)"
"处事"	"處事"	"chŭshì"	"7"	""	"to handle affairs"
"处于"	"處於"	"chŭyú"	"7"	""	"to be in (some state, position, or condition)"
"处女"	"處女"	"chŭnǚ"	"7"	""	"virgin"
"传递"	"傳遞"	"chuándì"	"7"	""	"to transmit"
"传奇"	"傳奇"	"chuánqí"	"7"	""	"legendary"
"传神"	"傳神"	"chuánshén"	"7"	""	"vivid"
"传授"	"傳授"	"chuánshòu"	"7"	""	"to impart"
"船只"	"船隻"	"chuánzhī"	"7"	""	"ship"
"创伤"	"創傷"	"chuāngshāng"	"7"	""	"wound"
"创办"	"創辦"	"chuàngbàn"	"7"	""	"to establish"
"创立"	"創立"	"chuànglì"	"7"	""	"to establish"
"创新"	"創新"	"chuàngxīn"	"7"	""	"innovation"
"创业"	"創業"	"chuàngyè"	"7"	""	"to begin an undertaking"
"辞典"	"辭典"	"cídiǎn"	"7"	""	"dictionary (of Chinese compound words)"
"辞行"	"辭行"	"cíxíng"	"7"	""	"to say goodbye"
"刺杀"	"刺殺"	"cìshā"	"7"	""	"to assassinate"
"从容"	"從容"	"cōngróng"	"7"	""	"to go easy"
"从而"	"從而"	"cóngér"	"7"	""	"thus"
"凑巧"	"湊巧"	"còuqiăo"	"7"	""	"fortuitously"
"鲁"	"魯"	"lǔ"	"7"	"粗魯"	"Shandong Province 山東省|山东省[Shan1 dong1 Sheng3]"
"粗鲁"	"粗魯"	"cūlŭ"	"7"	""	"coarse"
"促销"	"促銷"	"cùxiāo"	"7"	""	"to promote sales"
"簇拥"	"簇擁"	"cùyǒng"	"7"	""	"to crowd around"
"摧残"	"摧殘"	"cuīcán"	"7"	""	"to ravage"
"毁"	"毀"	"huǐ"	"7"	"摧毀"	"to destroy"
"摧毁"	"摧毀"	"cuīhuǐ"	"7"	""	"to destroy"
"存货"	"存貨"	"cúnhuò"	"7"	""	"stock"
"答复"	"答覆"	"dáfù"	"7"	""	"to answer"
"打斗"	"打鬥"	"dădòu"	"7"	""	"to fight"
"打赌"	"打賭"	"dădŭ"	"7"	""	"to bet"
"打发"	"打發"	"dăfa"	"7"	""	"to dispatch sb to do sth"
"打击"	"打擊"	"dăjí"	"7"	""	"to hit"
"猎"	"獵"	"liè"	"7"	"打獵"	"hunting"
"打猎"	"打獵"	"dăliè"	"7"	""	"to go hunting"
"大队"	"大隊"	"dàduì"	"7"	""	"group"
"大选"	"大選"	"dàxuăn"	"7"	""	"general election"
"代课"	"代課"	"dàikè"	"7"	""	"to teach as substitute for absent teacher"
"担当"	"擔當"	"dāndāng"	"7"	""	"to take upon oneself"
"担负"	"擔負"	"dānfù"	"7"	""	"to shoulder"
"单独"	"單獨"	"dāndú"	"7"	""	"alone"
"单价"	"單價"	"dānjià"	"7"	""	"unit price"
"单据"	"單據"	"dānjù"	"7"	""	"receipts"
"单亲"	"單親"	"dānqīn"	"7"	""	"single parent"
"单行道"	"單行道"	"dānxíngdào"	"7"	""	"one-way street"
"胆固醇"	"膽固醇"	"dăngùchún"	"7"	""	"cholesterol"
"导师"	"導師"	"dăoshī"	"7"	""	"tutor"
"导致"	"導致"	"dăozhì"	"7"	""	"to lead to"
"屿"	"嶼"	"yǔ"	"7"	"島嶼"	"islet"
"岛屿"	"島嶼"	"dăoyŭ"	"7"	""	"island"
"道别"	"道別"	"dàobié"	"7"	""	"leave taking"
"道义"	"道義"	"dàoyì"	"7"	""	"morality"
"到头来"	"到頭來"	"dàotóulái"	"7"	""	"in the end"
"倒数"	"倒數"	"dàoshǔ"	"7"	""	"to count backwards (from 10 down to 0)"
"当兵"	"當兵"	"dāngbīng"	"7"	""	"to serve in the army"
"当代"	"當代"	"dāngdài"	"7"	""	"the present age"
"当局"	"當局"	"dāngjú"	"7"	""	"authorities"
"当前"	"當前"	"dāngqián"	"7"	""	"current"
"当心"	"當心"	"dāngxīn"	"7"	""	"to take care"
"党派"	"黨派"	"dăngpài"	"7"	""	"political party"
"党员"	"黨員"	"dăngyuán"	"7"	""	"political party member"
"登场"	"登場"	"dēngchăng"	"7"	""	"to go on stage"
"登陆"	"登陸"	"dēnglù"	"7"	""	"to land"
"灯火"	"燈火"	"dēnghuǒ"	"7"	""	"lights"
"笼"	"籠"	"lóng"	"7"	"燈籠"	"enclosing frame made of bamboo, wire etc"
"灯笼"	"燈籠"	"dēnglong"	"7"	""	"lantern"
"等价"	"等價"	"děngjià"	"7"	""	"equal"
"地势"	"地勢"	"dìshì"	"7"	""	"terrain"
"地狱"	"地獄"	"dìyù"	"7"	""	"hell"
"地质"	"地質"	"dìzhí"	"7"	""	"geology"
"缔"	"締"	"dì"	"7"	"締結"	"closely joined"
"缔结"	"締結"	"dìjié"	"7"	""	"to conclude (an agreement)"
"缔造"	"締造"	"dìzào"	"7"	""	"to found"
"颠"	"顛"	"diān"	"7"	"顛覆"	"top (of the head)"
"颠覆"	"顛覆"	"diānfù"	"7"	""	"to topple (i.e. knock over)"
"点子"	"點子"	"diănzi"	"7"	""	"spot"
"惦记"	"惦記"	"diànjì"	"7"	""	"to think of"
"电工"	"電工"	"diàngōng"	"7"	""	"electrician"
"电力"	"電力"	"diànlì"	"7"	""	"electrical power"
"电流"	"電流"	"diànliú"	"7"	""	"electric current"
"电器"	"電器"	"diànqì"	"7"	""	"(electrical) appliance"
"电视剧"	"電視劇"	"diànshìjù"	"7"	""	"TV play"
"电压"	"電壓"	"diànyā"	"7"	""	"voltage"
"调度"	"調度"	"diàodù"	"7"	""	"to dispatch (vehicles, staff etc)"
"吊桥"	"吊橋"	"diàoqiáo"	"7"	""	"drawbridge"
"钓鱼"	"釣魚"	"diàoyú"	"7"	""	"to fish (with line and hook)"
"定额"	"定額"	"dìngé"	"7"	""	"fixed amount"
"定义"	"定義"	"dìngyì"	"7"	""	"definition"
"钉"	"釘"	"dìng"	"7"	""	"nail"
"订购"	"訂購"	"dìnggòu"	"7"	""	"to place an order"
"丢弃"	"丟棄"	"diūqì"	"7"	""	"to discard"
"冻结"	"凍結"	"dòngjié"	"7"	""	"to freeze (water etc)"
"动产"	"動產"	"dòngchăn"	"7"	""	"movable property"
"动机"	"動機"	"dòngjī"	"7"	""	"motor"
"动静"	"動靜"	"dòngjìng"	"7"	""	"(detectable) movement"
"动力"	"動力"	"dònglì"	"7"	""	"motive power"
"动乱"	"動亂"	"dòngluàn"	"7"	""	"turmoil"
"脉"	"脈"	"mài"	"7"	"動脈"	"arteries and veins"
"动脉"	"動脈"	"dòngmài"	"7"	""	"artery"
"动态"	"動態"	"dòngtài"	"7"	""	"movement"
"动向"	"動向"	"dòngxiàng"	"7"	""	"trend"
"动员"	"動員"	"dòngyuán"	"7"	""	"to mobilize"
"斗志"	"鬥志"	"dòuzhì"	"7"	""	"will to fight"
"独创"	"獨創"	"dúchuàng"	"7"	""	"to come up with (an innovation)"
"独到"	"獨到"	"dúdào"	"7"	""	"original"
"读物"	"讀物"	"dúwù"	"7"	""	"reading material"
"赌博"	"賭博"	"dŭbó"	"7"	""	"to gamble"
"赌场"	"賭場"	"dŭchăng"	"7"	""	"casino"
"短暂"	"短暫"	"duănzhàn"	"7"	""	"of short duration"
"断绝"	"斷絕"	"duànjué"	"7"	""	"to sever"
"堆积"	"堆積"	"duījī"	"7"	""	"to pile up"
"队伍"	"隊伍"	"duìwŭ"	"7"	""	"ranks"
"兑"	"兌"	"duì"	"7"	"兌現"	"to cash"
"兑现"	"兌現"	"duìxiàn"	"7"	""	"(of a check etc) to cash"
"对比"	"對比"	"duìbǐ"	"7"	""	"to contrast"
"对照"	"對照"	"duìzhào"	"7"	""	"to contrast"
"对峙"	"對峙"	"duìzhì"	"7"	""	"to stand opposite"
"顿时"	"頓時"	"dùnshí"	"7"	""	"immediately"
"多亏"	"多虧"	"duōkuī"	"7"	""	"thanks to"
"多媒体"	"多媒體"	"duōméitǐ"	"7"	""	"multimedia"
"夺魁"	"奪魁"	"duókuí"	"7"	""	"to seize"
"堕"	"墮"	"duò"	"7"	"墮胎"	"to fall"
"堕胎"	"墮胎"	"duòtāi"	"7"	""	"to induce an abortion"
"额外"	"額外"	"éwài"	"7"	""	"extra"
"恶化"	"惡化"	"èhuà"	"7"	""	"to worsen"
"恶性"	"惡性"	"èxìng"	"7"	""	"malignant"
"恶意"	"惡意"	"èyì"	"7"	""	"malice"
"恩爱"	"恩愛"	"ēnài"	"7"	""	"loving affection (in a couple)"
"儿女"	"兒女"	"érnǚ"	"7"	""	"children"
"发电"	"發電"	"fādiàn"	"7"	""	"to generate electricity"
"发疯"	"發瘋"	"fāfēng"	"7"	""	"to go mad"
"发掘"	"發掘"	"fājué"	"7"	""	"to excavate"
"发誓"	"發誓"	"fāshì"	"7"	""	"to vow"
"发炎"	"發炎"	"fāyán"	"7"	""	"to become inflamed"
"发育"	"發育"	"fāyù"	"7"	""	"to develop"
"发作"	"發作"	"fāzuò"	"7"	""	"to flare up"
"法则"	"法則"	"făzé"	"7"	""	"law"
"翻脸"	"翻臉"	"fānliăn"	"7"	""	"to fall out with sb"
"繁体"	"繁體"	"fántǐ"	"7"	""	"traditional form of Chinese, as opposed to simplified form 簡體|简体[jian3 ti3]"
"篱"	"籬"	"lí"	"7"	"藩籬"	"a fence"
"藩篱"	"藩籬"	"fánlí"	"7"	""	"hedge"
"反击"	"反擊"	"fănjí"	"7"	""	"to strike back"
"犯规"	"犯規"	"fànguī"	"7"	""	"to break the rules"
"贩"	"販"	"fàn"	"7"	"販毒"	"to deal in"
"贩毒"	"販毒"	"fàndú"	"7"	""	"to traffic narcotics"
"贩卖"	"販賣"	"fànmài"	"7"	""	"to sell"
"方向盘"	"方向盤"	"fāngxiàngpán"	"7"	""	"steering wheel"
"方针"	"方針"	"fāngzhēn"	"7"	""	"policy"
"妨碍"	"妨礙"	"fángài"	"7"	""	"to hinder"
"防备"	"防備"	"fángbèi"	"7"	""	"to guard against"
"防范"	"防範"	"fángfàn"	"7"	""	"to be on guard"
"防卫"	"防衛"	"fángwèi"	"7"	""	"to defend"
"御"	"禦"	"yù"	"7"	"防禦"	"to defend"
"防御"	"防禦"	"fángyù"	"7"	""	"defense"
"纺"	"紡"	"fǎng"	"7"	"紡織"	"to spin (cotton or hemp etc)"
"纺织"	"紡織"	"făngzhī"	"7"	""	"spinning and weaving"
"荡"	"蕩"	"dàng"	"7"	"放蕩"	"to wash"
"放荡"	"放蕩"	"fàngdàng"	"7"	""	"unconventional"
"放宽"	"放寬"	"fàngkuān"	"7"	""	"to relax restrictions"
"放松"	"放鬆"	"fàngsōng"	"7"	""	"to loosen"
"飞弹"	"飛彈"	"fēidàn"	"7"	""	"missile"
"飞快"	"飛快"	"fēikuài"	"7"	""	"very fast"
"飞翔"	"飛翔"	"fēixiáng"	"7"	""	"to circle in the air"
"飞行"	"飛行"	"fēixíng"	"7"	""	"(of planes etc) to fly"
"废除"	"廢除"	"fèichú"	"7"	""	"to abolish"
"废弃"	"廢棄"	"fèiqì"	"7"	""	"to discard"
"废墟"	"廢墟"	"fèixū"	"7"	""	"ruins"
"废止"	"廢止"	"fèizhǐ"	"7"	""	"to repeal (a law)"
"费力"	"費力"	"fèilì"	"7"	""	"to expend a great deal of effort"
"沸腾"	"沸騰"	"fèiténg"	"7"	""	"(of a liquid) to boil"
"分贝"	"分貝"	"fēnbèi"	"7"	""	"decibel"
"分担"	"分擔"	"fēndān"	"7"	""	"to share (a burden, a cost, a responsibility)"
"分发"	"分發"	"fēnfā"	"7"	""	"to distribute"
"分级"	"分級"	"fēnjí"	"7"	""	"to rank"
"分离"	"分離"	"fēnlí"	"7"	""	"to separate"
"坟"	"墳"	"fén"	"7"	"墳墓"	"grave"
"坟墓"	"墳墓"	"fénmù"	"7"	""	"grave"
"粉红"	"粉紅"	"fěnhóng"	"7"	""	"pink"
"粪"	"糞"	"fèn"	"7"	""	"manure"
"封闭"	"封閉"	"fēngbì"	"7"	""	"to seal"
"封锁"	"封鎖"	"fēngsuǒ"	"7"	""	"to blockade"
"封条"	"封條"	"fēngtiáo"	"7"	""	"seal"
"风暴"	"風暴"	"fēngbào"	"7"	""	"storm"
"风潮"	"風潮"	"fēngcháo"	"7"	""	"tempest"
"风光"	"風光"	"fēngguāng"	"7"	""	"scene"
"风化"	"風化"	"fēnghuà"	"7"	""	"decency"
"风力"	"風力"	"fēnglì"	"7"	""	"wind force"
"风尚"	"風尚"	"fēngshàng"	"7"	""	"current custom"
"风水"	"風水"	"fēngshui"	"7"	""	"feng shui"
"风行"	"風行"	"fēngxíng"	"7"	""	"to become fashionable"
"锋"	"鋒"	"fēng"	"7"	"鋒面"	"point of a spear"
"锋面"	"鋒面"	"fēngmiàn"	"7"	""	"front (meteorology)"
"丰盛"	"豐盛"	"fēngshèng"	"7"	""	"rich"
"丰收"	"豐收"	"fēngshōu"	"7"	""	"bumper harvest"
"奉献"	"奉獻"	"fèngxiàn"	"7"	""	"to offer respectfully"
